step	loss
182	5.980154514312744
183	6.234961032867432
184	6.217428207397461
185	6.176079750061035
186	5.697056770324707
187	5.9601311683654785
188	6.504964828491211
189	6.08127498626709
190	6.356797695159912
191	6.362513542175293
192	6.188385486602783
193	6.325299263000488
194	5.71745491027832
195	6.009860992431641
196	6.3768086433410645
197	5.74029016494751
198	5.733165740966797
199	5.524118900299072
200	5.549463272094727
201	6.0170817375183105
202	5.688082695007324
203	6.410946369171143
204	5.853846073150635
205	6.486701011657715
206	5.66865348815918
207	5.7637104988098145
208	5.940113067626953
209	6.286929607391357
210	6.374667167663574
211	6.005125522613525
212	6.1437907218933105
213	6.076831340789795
214	5.9923858642578125
215	6.161001205444336
216	6.290155410766602
217	6.335762977600098
218	5.927227973937988
219	6.079534530639648
220	5.465582370758057
221	6.002640724182129
222	6.269740104675293
223	6.260835647583008
224	5.412304401397705
225	5.696649074554443
226	5.687472343444824
227	6.233905792236328
228	6.20384407043457
229	5.584812641143799
230	5.714331150054932
231	6.702915668487549
232	5.668398857116699
233	6.161806106567383
234	6.09283971786499
235	6.308943748474121
236	5.789339542388916
237	6.424506187438965
238	5.984964847564697
239	6.615453720092773
240	5.81984806060791
241	6.159034729003906
242	5.773102760314941
243	5.6168599128723145
244	5.468946933746338
245	6.183473587036133
246	6.221330165863037
247	6.279678821563721
248	6.052732467651367
249	6.119826316833496
250	6.495309829711914
251	5.800433158874512
252	6.088063716888428
253	5.854990482330322
254	5.942671298980713
255	5.962721347808838
256	6.259449481964111
257	6.135915279388428
258	6.1676836013793945
259	6.3849196434021
260	6.203346252441406
261	6.112704277038574
262	5.899296760559082
263	6.183872222900391
264	5.885952949523926
265	5.840519905090332
266	6.05366849899292
267	6.406096458435059
268	6.239179611206055
269	6.002602577209473
270	5.777010917663574
271	6.653806686401367
272	6.492963790893555
273	5.735489368438721
274	6.004477024078369
275	5.652881622314453
276	6.384482383728027
277	5.9555487632751465
278	5.930806636810303
279	5.964113235473633
280	5.6895599365234375
281	6.430895805358887
282	5.939510345458984
283	5.892796039581299
284	6.059701919555664
285	5.809512615203857
286	5.840999126434326
287	6.058038711547852
288	5.700840950012207
289	6.202106952667236
290	6.73844051361084
291	5.747732162475586
292	6.137901782989502
293	6.477436542510986
294	5.911256790161133
295	6.288297653198242
296	6.405481815338135
297	6.1081953048706055
298	5.787820816040039
299	6.062411308288574
300	5.775389671325684
301	6.253347873687744
302	5.756718158721924
303	6.319023132324219
304	5.954181671142578
305	6.365320682525635
306	5.700870037078857
307	6.136572360992432
308	5.990653991699219
309	6.061411380767822
310	5.879242897033691
311	6.001743793487549
312	5.892568111419678
313	6.126557350158691
314	6.547114372253418
315	5.474676132202148
316	6.272121429443359
317	6.48408317565918
318	5.977176666259766
319	5.821277618408203
320	6.189215660095215
321	6.920178413391113
322	6.0986480712890625
323	5.874635696411133
324	5.72947359085083
325	6.2346296310424805
326	5.804745674133301
327	6.488206386566162
328	6.324446678161621
329	6.0358381271362305
330	6.638852119445801
331	5.977291584014893
332	5.598548889160156
333	6.112724304199219
334	5.715629577636719
335	5.788844585418701
336	6.186437606811523
337	6.046920299530029
338	6.25551700592041
339	6.034561634063721
340	6.346497058868408
341	6.05539608001709
342	6.09413480758667
343	6.411230564117432
344	5.916960716247559
345	6.04085636138916
346	6.041669845581055
347	5.891559600830078
348	6.137694358825684
349	5.529716491699219
350	6.358341217041016
351	6.351091384887695
352	6.1584625244140625
353	6.421573162078857
354	5.818643569946289
355	6.095251083374023
356	5.931849002838135
357	6.01812744140625
358	6.2295308113098145
359	6.32625150680542
360	5.792274475097656
361	5.9998698234558105
362	5.988322734832764
363	6.490546703338623
364	6.304486274719238
365	6.215623378753662
366	5.8138227462768555
367	5.862259864807129
368	6.082760334014893
369	5.952988147735596
370	6.151082515716553
371	6.057070255279541
372	5.656313896179199
373	5.649881839752197
374	6.453866481781006
375	6.569048881530762
376	5.974061012268066
377	6.345274925231934
378	5.951992034912109
379	5.665902137756348
380	6.210354328155518
381	5.855757713317871
382	6.63845682144165
383	5.781698226928711
384	5.540267467498779
385	6.0337982177734375
386	5.8150482177734375
387	6.090435028076172
388	6.556964874267578
389	5.943153381347656
390	5.8496503829956055
391	6.277337074279785
392	6.165471076965332
393	6.331781387329102
394	5.905235290527344
395	6.139839172363281
396	6.086216926574707
397	5.970511436462402
398	5.905760765075684
399	6.467526435852051
400	5.857686519622803
401	6.016862392425537
402	5.663117408752441
403	6.493900775909424
404	5.804688453674316
405	5.994170665740967
406	5.713420867919922
407	5.968173503875732
408	5.90529727935791
409	5.639492988586426
410	6.378237724304199
411	5.841579437255859
412	5.859647750854492
413	6.071242332458496
414	5.872988700866699
415	6.313203811645508
416	5.454168319702148
417	6.386250019073486
418	6.580514430999756
419	6.432978630065918
420	6.163660049438477
421	5.974404811859131
422	6.186311721801758
423	5.970226287841797
424	6.110688209533691
425	5.826794147491455
426	6.234434604644775
427	6.067473411560059
428	6.375340938568115
429	5.87369966506958
430	5.649871349334717
431	5.681821346282959
432	5.8304901123046875
433	6.109160423278809
434	5.8744001388549805
435	5.963625431060791
436	6.134469985961914
437	5.825936317443848
438	6.064898490905762
439	6.293295383453369
440	6.008855819702148
441	5.6977152824401855
442	6.283674240112305
443	5.7414021492004395
444	6.412180423736572
445	6.184621810913086
446	6.09630012512207
447	6.280899524688721
448	6.242347717285156
449	6.0091447830200195
450	6.085740566253662
451	6.156063079833984
452	5.40012264251709
453	5.965933799743652
454	5.765599250793457
455	5.877727508544922
456	5.523049831390381
457	6.3582868576049805
458	6.053928852081299
459	5.940175533294678
460	5.9474310874938965
461	6.3995842933654785
462	6.149373531341553
463	5.852932453155518
464	6.216042518615723
465	5.928308010101318
466	5.911420822143555
467	5.791788578033447
468	6.333436965942383
469	6.026010036468506
470	6.285073757171631
471	6.051793098449707
472	6.08842658996582
473	6.582327365875244
474	5.957065582275391
475	5.697916030883789
476	6.841352462768555
477	6.052542686462402
478	5.81192684173584
479	5.905431747436523
480	5.771274566650391
481	6.077839374542236
482	6.200386047363281
483	6.417510032653809
484	6.161764621734619
485	6.161150932312012
486	5.90877628326416
487	6.200148582458496
488	6.309060096740723
489	6.105194091796875
490	6.176898956298828
491	5.781827449798584
492	5.822322368621826
493	6.767912864685059
494	6.067805290222168
495	6.14175271987915
496	6.002046585083008
497	5.976825714111328
498	5.628970146179199
499	6.338342666625977
500	5.857476234436035
501	6.21359920501709
502	6.226786136627197
503	6.032972812652588
504	6.265391826629639
505	5.504306793212891
506	5.663740634918213
507	6.064785480499268
508	5.730039596557617
509	5.721236228942871
510	6.083993434906006
511	6.0476837158203125
512	5.633156776428223
513	6.5221967697143555
514	6.199557304382324
515	5.869261741638184
516	6.169514179229736
517	5.351219654083252
518	6.0790205001831055
519	6.63138484954834
520	6.672852039337158
521	6.104399681091309
522	6.069240570068359
523	6.225647926330566
524	5.992773532867432
525	6.257866382598877
526	5.420608997344971
527	6.047760009765625
528	6.057188510894775
529	6.224859237670898
530	6.152445316314697
531	5.883368492126465
532	6.5690717697143555
533	6.006324768066406
534	6.521144866943359
535	6.504892826080322
536	6.284991264343262
537	6.14074182510376
538	5.960860252380371
539	5.8371405601501465
540	5.8939290046691895
541	6.3674163818359375
542	5.802968978881836
543	6.150108814239502
544	5.818331241607666
545	6.202869892120361
546	5.631044864654541
547	6.3949151039123535
548	5.385110378265381
549	5.284245014190674
550	5.651973724365234
551	5.9012579917907715
552	5.773394584655762
553	5.920662879943848
554	5.89827823638916
555	5.425504684448242
556	6.1184868812561035
557	6.26988410949707
558	5.569643497467041
559	6.039377689361572
560	5.999352931976318
561	5.688200950622559
562	5.787174701690674
563	6.086114406585693
564	6.33120059967041
565	5.921199321746826
566	5.523540496826172
567	6.3808135986328125
568	5.5257134437561035
569	6.079387664794922
570	5.8059468269348145
571	6.419200420379639
572	5.926111698150635
573	5.19174337387085
574	6.190970420837402
575	5.756756782531738
576	6.512950897216797
577	5.812798023223877
578	6.779946804046631
579	6.378656387329102
580	5.6917195320129395
581	6.205734729766846
582	5.914168834686279
583	6.455476760864258
584	6.569138050079346
585	6.3041462898254395
586	6.02859354019165
587	6.291294574737549
588	6.829838752746582
589	5.862530708312988
590	6.404552936553955
591	5.890305519104004
592	6.161683082580566
593	6.118259906768799
594	6.361357688903809
595	6.195906162261963
596	6.5119242668151855
597	6.1903181076049805
598	5.570443630218506
599	5.982302665710449
600	6.422414779663086
601	6.205413341522217
602	6.07119607925415
603	5.820090293884277
604	6.987641334533691
605	5.939226150512695
606	6.137015342712402
607	5.8859429359436035
608	6.119831085205078
609	5.858052730560303
610	6.436662673950195
611	6.3758320808410645
612	6.31387186050415
613	5.844196796417236
614	6.745349407196045
615	6.2902679443359375
616	6.260891914367676
617	5.849117279052734
618	5.572109222412109
619	6.354015827178955
620	6.6740217208862305
621	6.539278030395508
622	5.994968891143799
623	6.029552459716797
624	5.900371551513672
625	6.361481189727783
626	6.1372222900390625
627	5.848049163818359
628	6.315805912017822
629	5.821806907653809
630	5.869781494140625
631	6.1851911544799805
632	6.305721282958984
633	6.06988000869751
634	6.148693084716797
635	6.258166790008545
636	5.724853515625
637	6.038506984710693
638	5.631980895996094
639	5.846660137176514
640	6.219371318817139
641	6.00785493850708
642	5.948398590087891
643	5.694446563720703
644	6.411135673522949
645	6.146485328674316
646	5.911348819732666
647	5.851528167724609
648	6.433157444000244
649	5.738526344299316
650	6.077213764190674
651	5.8028645515441895
652	6.257133483886719
653	6.125258445739746
654	5.635069370269775
655	6.101011753082275
656	6.117105007171631
657	6.080672264099121
658	5.6008620262146
659	6.156336784362793
660	6.2185845375061035
661	6.49485969543457
662	6.4258503913879395
663	5.853916645050049
664	6.255229473114014
665	6.023307800292969
666	6.2760844230651855
667	5.9325995445251465
668	6.184818744659424
669	5.968197822570801
670	6.222827911376953
671	6.140109062194824
672	5.9195332527160645
673	6.259787082672119
674	6.143317699432373
675	5.700169563293457
676	5.48010778427124
677	6.450822353363037
678	6.3302130699157715
679	6.217525482177734
680	6.33843994140625
681	6.138841152191162
682	6.042852401733398
683	5.566583156585693
684	6.520623683929443
685	5.620723247528076
686	6.476069927215576
687	6.064198970794678
688	5.9824604988098145
689	6.631611347198486
690	5.900984764099121
691	6.155269622802734
692	6.3220624923706055
693	6.194074630737305
694	6.109563827514648
695	5.674853801727295
696	6.341888904571533
697	6.377959728240967
698	5.718811511993408
699	5.971097946166992
700	6.37310791015625
701	6.102016448974609
702	6.3420796394348145
703	6.154172420501709
704	6.604271411895752
705	5.7635626792907715
706	5.827699184417725
707	6.614929676055908
708	5.9846510887146
709	6.077646255493164
710	6.044139385223389
711	6.408918857574463
712	6.431279182434082
713	5.9821014404296875
714	6.393808841705322
715	6.295269012451172
716	5.827733993530273
717	6.191191673278809
718	5.967038631439209
719	5.9294610023498535
720	6.494996547698975
721	6.243319988250732
722	6.311768054962158
723	6.259062767028809
724	5.557623863220215
725	6.363568305969238
726	6.236674785614014
727	6.4958271980285645
728	5.650270938873291
729	5.820581912994385
730	5.805541038513184
731	5.969985485076904
732	5.862075328826904
733	6.195825576782227
734	6.248553276062012
735	5.834815502166748
736	6.112576484680176
737	6.123892784118652
738	6.0448126792907715
739	6.153853416442871
740	6.418922424316406
741	6.21809196472168
742	6.423840045928955
743	5.862795829772949
744	6.165855884552002
745	5.7139573097229
746	5.645595550537109
747	6.275320529937744
748	6.181349754333496
749	6.135090351104736
750	6.3404645919799805
751	5.91030740737915
752	5.723588943481445
753	5.812479019165039
754	5.907076835632324
755	5.909189224243164
756	6.072756767272949
757	6.54237699508667
758	6.143454551696777
759	5.969384670257568
760	5.939297676086426
761	5.9073486328125
762	6.384676933288574
763	6.224615097045898
764	5.9840497970581055
765	5.991170883178711
766	6.040742874145508
767	6.050166130065918
768	6.0596795082092285
769	6.587925434112549
770	6.160235404968262
771	5.534343719482422
772	6.425708293914795
773	5.718430519104004
774	6.085632801055908
775	5.327188968658447
776	6.405149459838867
777	6.393895149230957
778	5.9135332107543945
779	5.810906410217285
780	6.177413463592529
781	5.984399318695068
782	5.96919059753418
783	5.9530510902404785
784	6.188009738922119
785	5.385586738586426
786	5.774603366851807
787	6.141597747802734
788	5.757896423339844
789	6.3617777824401855
790	6.1489105224609375
791	6.030608654022217
792	7.021524429321289
793	6.076725959777832
794	5.965651512145996
795	6.364719867706299
796	5.86215877532959
797	5.469303607940674
798	5.9278883934021
799	6.4115824699401855
800	5.824645042419434
801	6.367835998535156
802	5.967719554901123
803	6.258913040161133
804	6.121824741363525
805	5.761821746826172
806	5.607989311218262
807	6.1255364418029785
808	6.162362575531006
809	6.378823280334473
810	6.190666675567627
811	6.441396713256836
812	5.935379981994629
813	5.736306190490723
814	6.552422046661377
815	6.010860919952393
816	5.881124019622803
817	6.1634135246276855
818	5.256379127502441
819	6.235278606414795
820	5.795645713806152
821	5.804571628570557
822	5.909895896911621
823	5.741334438323975
824	5.902650356292725
825	6.589898109436035
826	5.873593807220459
827	5.591556549072266
828	5.6381402015686035
829	6.279332637786865
830	5.897567272186279
831	5.921353340148926
832	5.96404504776001
833	6.457705497741699
834	6.556428909301758
835	6.333979606628418
836	5.829538345336914
837	5.916135311126709
838	5.745795726776123
839	5.755390644073486
840	6.487462520599365
841	6.01088285446167
842	6.148819923400879
843	6.266925811767578
844	5.880921840667725
845	6.332430362701416
846	6.202474117279053
847	6.046021461486816
848	5.6771392822265625
849	5.943930149078369
850	6.098328590393066
851	6.327211856842041
852	6.158294677734375
853	5.902912139892578
854	6.095953464508057
855	6.036549091339111
856	5.684355735778809
857	5.907181262969971
858	5.84642219543457
859	6.425685882568359
860	5.750250816345215
861	5.807925224304199
862	5.909006118774414
863	6.043937683105469
864	6.31115198135376
865	5.868721961975098
866	6.0727410316467285
867	6.178771018981934
868	5.933071136474609
869	6.475464820861816
870	6.332793712615967
871	5.830665111541748
872	6.501476764678955
873	6.134535789489746
874	5.858275890350342
875	6.114948749542236
876	6.405759334564209
877	6.047275543212891
878	6.186441898345947
879	6.312819957733154
880	6.353227138519287
881	6.325264930725098
882	5.80463981628418
883	5.707119941711426
884	6.333821773529053
885	6.074662208557129
886	6.024138927459717
887	5.857662677764893
888	6.089033126831055
889	5.758931636810303
890	5.823237419128418
891	6.295092582702637
892	6.256943702697754
893	6.292608737945557
894	5.7846293449401855
895	6.056487083435059
896	6.394169330596924
897	6.027600288391113
898	5.9970831871032715
899	5.732638835906982
900	6.023867607116699
901	5.852275371551514
902	5.974706649780273
903	6.568732261657715
904	6.170672416687012
905	6.22654390335083
906	5.942032814025879
907	5.686618328094482
908	6.095083713531494
909	6.539485931396484
910	5.9409894943237305
911	5.843929290771484
912	6.8257832527160645
913	5.805940628051758
914	5.512040138244629
915	6.42561674118042
916	6.002032279968262
917	5.510629177093506
918	5.52384090423584
919	6.135636806488037
920	5.782983303070068
921	6.10144567489624
922	5.657425880432129
923	6.646913528442383
924	5.673570156097412
925	6.0030975341796875
926	5.877771377563477
927	5.53981351852417
928	5.845355033874512
929	6.548237323760986
930	5.950592994689941
931	6.346840858459473
932	5.747069358825684
933	6.261488914489746
934	6.175689697265625
935	6.620367527008057
936	5.8480072021484375
937	6.471131324768066
938	5.37021017074585
939	5.570583820343018
940	6.042287826538086
941	6.460381984710693
942	6.325113296508789
943	6.009435176849365
944	6.133625030517578
945	6.231168270111084
946	5.94182825088501
947	5.910579204559326
948	6.644234657287598
949	6.220485687255859
950	5.824667930603027
951	6.427964210510254
952	5.745018005371094
953	5.449798583984375
954	6.134494781494141
955	6.256714344024658
956	5.964730262756348
957	6.336986541748047
958	6.527149677276611
959	5.72162389755249
960	5.778228759765625
961	6.21041202545166
962	6.161798000335693
963	5.966658115386963
964	6.0509114265441895
965	6.224218368530273
966	5.7875189781188965
967	5.462031841278076
968	6.298177719116211
969	5.969970703125
970	6.63674783706665
971	6.205621242523193
972	6.066598415374756
973	6.500861167907715
974	5.717806339263916
975	6.241134166717529
976	6.554933547973633
977	5.7244062423706055
978	5.792843818664551
979	5.979711055755615
980	6.309094429016113
981	6.301209449768066
982	6.138317584991455
983	6.217617988586426
984	6.27933931350708
985	6.0482892990112305
986	6.169927597045898
987	6.264662742614746
988	6.2810235023498535
989	5.737780570983887
990	5.911910057067871
991	6.244063377380371
992	6.059730529785156
993	6.22031831741333
994	6.1279778480529785
995	5.83959436416626
996	5.75050163269043
997	6.32132625579834
998	6.46334171295166
999	6.385106563568115
1000	6.180507183074951
1001	6.127306938171387
1002	6.200984477996826
1003	5.793758392333984
1004	6.153195858001709
1005	6.042845726013184
1006	6.218776226043701
1007	6.64743709564209
1008	5.933721542358398
1009	5.882471561431885
1010	6.313482284545898
1011	6.152559280395508
1012	6.08027458190918
1013	5.860560894012451
1014	6.565989971160889
1015	6.376077651977539
1016	6.058555603027344
1017	6.331456184387207
1018	6.379825592041016
1019	6.170754909515381
1020	5.588615417480469
1021	5.621328353881836
1022	5.71286153793335
1023	6.393923282623291
1024	5.798763751983643
1025	6.2088799476623535
1026	5.749427318572998
1027	6.496108055114746
1028	5.81271505355835
1029	6.147078037261963
1030	6.125489711761475
1031	6.2065348625183105
1032	5.971559047698975
1033	5.680994510650635
1034	5.997498035430908
1035	5.636481285095215
1036	5.75980806350708
1037	6.179986476898193
1038	5.948149681091309
1039	6.224552631378174
1040	6.5824127197265625
1041	6.547837734222412
1042	5.591485023498535
1043	6.036304950714111
1044	5.389640808105469
1045	6.787877559661865
1046	6.44126033782959
1047	5.788839340209961
1048	6.145684719085693
1049	5.9742326736450195
1050	5.950759410858154
1051	5.769991397857666
1052	6.116135597229004
1053	6.201943874359131
1054	5.879610538482666
1055	5.48466682434082
1056	5.646523475646973
1057	6.235887050628662
1058	6.101210117340088
1059	6.1320624351501465
1060	5.97694206237793
1061	6.088612079620361
1062	5.8345112800598145
1063	6.540440559387207
1064	6.325315475463867
1065	5.746696472167969
1066	5.917462348937988
1067	6.812484264373779
1068	5.923994541168213
1069	6.273256778717041
1070	6.025349140167236
1071	6.169443130493164
1072	6.0508880615234375
1073	6.265585422515869
1074	6.041931629180908
1075	6.4603400230407715
1076	6.3700408935546875
1077	6.109233379364014
1078	6.184669494628906
1079	6.29901123046875
1080	6.381255626678467
1081	6.269946575164795
1082	5.766246318817139
1083	6.059287071228027
1084	6.353274822235107
1085	6.488186836242676
1086	5.917243003845215
1087	6.217379570007324
1088	6.015657901763916
1089	6.326760768890381
1090	6.138795375823975
1091	5.9186859130859375
1092	6.073153495788574
1093	5.828286170959473
1094	6.078398704528809
1095	5.932010650634766
1096	6.395886421203613
1097	6.313384056091309
1098	6.052755355834961
1099	6.219154357910156
1100	5.446432590484619
1101	6.1230573654174805
1102	5.548213005065918
1103	5.637847423553467
1104	5.978041172027588
1105	5.926212787628174
1106	5.272299766540527
1107	6.408664703369141
1108	6.689542293548584
1109	5.534834861755371
1110	6.038931846618652
1111	6.160671710968018
1112	5.914445877075195
1113	6.620274543762207
1114	6.510776042938232
1115	6.090591907501221
1116	5.810091495513916
1117	5.840838432312012
1118	6.1816816329956055
1119	6.2309489250183105
1120	5.565698623657227
1121	6.0792155265808105
1122	5.8524088859558105
1123	5.571919918060303
1124	6.626152038574219
1125	5.3133039474487305
1126	6.8130950927734375
1127	6.053039073944092
1128	6.592970848083496
1129	5.883018970489502
1130	6.593021392822266
1131	6.089966297149658
1132	6.144125461578369
1133	6.35987663269043
1134	5.571744918823242
1135	6.214242935180664
1136	5.942617416381836
1137	5.888439655303955
1138	6.100408554077148
1139	6.041306018829346
1140	6.159833908081055
1141	6.367059230804443
1142	6.317081451416016
1143	5.899231433868408
1144	6.101282596588135
1145	5.720467567443848
1146	6.0643696784973145
1147	6.567403316497803
1148	6.586338520050049
1149	6.19637393951416
1150	6.626494884490967
1151	6.188277721405029
1152	5.9933247566223145
1153	6.28352165222168
1154	6.312406539916992
1155	6.520928859710693
1156	5.968451499938965
1157	6.1623735427856445
1158	5.919589996337891
1159	6.487647533416748
1160	6.2651286125183105
1161	5.61300802230835
1162	5.904607772827148
1163	6.001063346862793
1164	6.001989841461182
1165	5.9643144607543945
1166	6.10515022277832
1167	6.275949954986572
1168	6.119850158691406
1169	6.333943843841553
1170	5.667812347412109
1171	6.059026718139648
1172	6.832840919494629
1173	6.590541362762451
1174	6.007383823394775
1175	6.26696252822876
1176	6.122359275817871
1177	5.625156879425049
1178	5.930792331695557
1179	5.555118560791016
1180	6.013576030731201
1181	6.034281253814697
1182	5.742026329040527
1183	6.288710594177246
1184	6.165743350982666
1185	6.09246826171875
1186	6.0702619552612305
1187	5.924707412719727
1188	6.080443382263184
1189	5.945830821990967
1190	6.231234550476074
1191	6.007070541381836
1192	5.930475234985352
1193	5.5166096687316895
1194	6.430448532104492
1195	6.421228885650635
1196	6.078509330749512
1197	5.907616138458252
1198	6.211686134338379
1199	6.506070613861084
1200	6.308478355407715
1201	5.748330593109131
1202	6.5076751708984375
1203	5.8195390701293945
1204	6.013255596160889
1205	6.612880706787109
1206	6.072397708892822
1207	6.463774681091309
1208	6.282369613647461
1209	6.044273376464844
1210	6.044552326202393
1211	6.129338264465332
1212	6.139248371124268
1213	5.913902282714844
1214	5.520334243774414
1215	6.364494800567627
1216	5.364882946014404
1217	6.097650527954102
1218	6.276432514190674
1219	5.871616840362549
1220	6.000380992889404
1221	6.27663516998291
1222	6.347674369812012
1223	5.949748516082764
1224	6.183954238891602
1225	6.0000176429748535
1226	5.8588995933532715
1227	6.265347480773926
1228	6.108836650848389
1229	6.223050594329834
1230	6.631759166717529
1231	6.350078105926514
1232	6.472553730010986
1233	6.124379634857178
1234	6.4468464851379395
1235	5.603324890136719
1236	6.123997211456299
1237	6.398474216461182
1238	5.661904335021973
1239	6.1376633644104
1240	6.013472557067871
1241	6.003453731536865
1242	5.77119779586792
1243	5.449792385101318
1244	5.8194193840026855
1245	5.876898288726807
1246	5.441905498504639
1247	6.130379676818848
1248	6.268698692321777
1249	5.766335487365723
1250	6.2129387855529785
1251	5.8191447257995605
1252	5.8208842277526855
1253	5.772808074951172
1254	6.054091453552246
1255	5.850631237030029
1256	6.21517276763916
1257	6.270478248596191
1258	6.100741386413574
1259	6.513185024261475
1260	6.050199508666992
1261	5.629062175750732
1262	6.358651161193848
1263	6.281779766082764
1264	5.897227764129639
1265	6.516571521759033
1266	6.250321865081787
1267	5.521119594573975
1268	5.9835734367370605
1269	6.231505393981934
1270	6.270802974700928
1271	5.616975784301758
1272	5.623479843139648
1273	5.900346755981445
1274	5.406752109527588
1275	6.654508113861084
1276	6.053046226501465
1277	6.068638801574707
1278	6.0505452156066895
1279	6.053717136383057
1280	6.163443565368652
1281	5.284489631652832
1282	6.117732524871826
1283	5.601029396057129
1284	6.386851787567139
1285	6.386203765869141
1286	6.1624956130981445
1287	5.612783432006836
1288	6.224661827087402
1289	6.306441307067871
1290	5.996559143066406
1291	5.579248905181885
1292	6.0014495849609375
1293	6.209797382354736
1294	5.95410680770874
1295	5.953908443450928
1296	5.942290306091309
1297	6.135651588439941
1298	6.118545055389404
1299	6.144742965698242
1300	6.07172966003418
1301	5.8584513664245605
1302	5.6068010330200195
1303	5.811527729034424
1304	6.012527942657471
1305	6.0557098388671875
1306	6.318510055541992
1307	5.973696231842041
1308	5.879030227661133
1309	6.428677558898926
1310	5.849386215209961
1311	6.235001564025879
1312	6.041241645812988
1313	6.165978908538818
1314	6.313693523406982
1315	6.316457271575928
1316	6.153981685638428
1317	5.60946798324585
1318	6.157526016235352
1319	6.1291303634643555
1320	6.365058898925781
1321	6.071066379547119
1322	5.790428638458252
1323	6.191571235656738
1324	6.056880474090576
1325	6.217502593994141
1326	5.758721351623535
1327	5.929779052734375
1328	5.8221564292907715
1329	6.292464733123779
1330	6.238598346710205
1331	6.3348164558410645
1332	6.38432502746582
1333	5.494272708892822
1334	5.77071475982666
1335	5.66796875
1336	6.315723896026611
1337	5.901255130767822
1338	6.394311904907227
1339	5.735286712646484
1340	5.461488246917725
1341	6.411441802978516
1342	6.17343282699585
1343	5.888511657714844
1344	6.771540641784668
1345	6.444302082061768
1346	6.2533111572265625
1347	6.187739372253418
1348	6.253799915313721
